SEQ,FLUD_CAUSE,F_DSTRC_NM,F_DSSTR_NM,F_CUE_DTL,ADM_CD,WRITNG_YM,FLUD_TIME,FLUD_DPWT,DMG_AMOUNT,F_BEGIN_DE,F_END_DE,F_BEGIN_TM,F_END_TM,FLUD_WAL
30651,2,월곡지구,집중호우,우수유입량 증가 및 지석천 만수로 배수불량/ 유곡천 월류,4679036023,200912,5,0.62 M,0,20090707,20090708,0,0,28.95M
30652,2,효산지구,집중호우,우수유입량 증가 및 지석천 만수로 배수불량,4679036022,200912,8,0.73 M,0,20090707,20090708,0,0,29.75M
30653,2,대곡지구,집중호우,우수유입량 증가 및 지석천 만수로 배수불량/ 배수로 월류,4679036021,200912,8,0.67 M,0,20090707,20090708,0,0,30.27M
30654,2,쌍옥지구,집중호우,우수유입량 증가 및 배수로 월류,4679036024,200912,5,0.55 M,0,20090707,20090708,0,0,33.21M
30655,2,운월지구,집중호우,우수유입량 증가 및 정천 만수로 배수불량,4679037021,200912,7,0.89 M,0,20090707,20090708,0,0,35.39M
30656,2,벽리지구,집중호우,우수유입량 증가 및 정천 만수로 배수불량,4679037023,200912,6,0.63 M,0,20090707,20090708,0,0,54.41M
30657,2,정천지구,집중호우,우수유입량 증가 및 정천 만수로 배수불량,4679037024,200912,6,0.68 M,0,20090707,20090708,0,0,48.64M
30658,2,야사지구,집중호우,우수유입량 증가 및 경지정리 배수 불량,4679038027,200912,5,0.61 M,0,20090707,20090708,0,0,180.98M
30659,2,창량지구,집중호우,우수유입량 증가 및 동복천 수량증가로 배수 불량,4679038025,200912,5,0.64 M,0,20090707,20090708,0,0,180.21M
30660,2,임곡지구,집중호우,우수유입량 증가 및 동복천 수량증가로 배수 불량,4679039021,200912,4,0.56 M,0,20090707,20090708,0,0,175.77M
30661,2,옥리지구,집중호우,우수유입량 증가 및 동복천 수량증가로 배수 불량,4679039000,200912,5,0.6 M,0,20090707,20090708,0,0,182.47M
30662,2,수리지구,집중호우,우수유입량 증가 및 내북천과 수리천의 월류,4679039034,200912,4,0.73 M,0,20090707,20090708,0,0,190.72M
30663,2,다곡지구,집중호우,우수유입량 증가 및 내북천과 수리천의 월류,4679039033,200912,4,0.52 M,0,20090707,20090708,0,0,180.22M
30664,2,언도지구,집중호우,경지정리 용/ 배수로의 월류,4679042022,200912,4,0.64 M,0,20090707,20090708,0,0,81.36M
30665,2,대포지구,집중호우,집중호우로 우수유입량 증가 및 화순천 만수로 배수 불량,4679042035,200912,5,0.64 M,0,20090707,20090708,0,0,69.61M
30666,2,운농지구,집중호우,집중호우로 우수유입량 증가 및 화순천 만수,4679042000,200912,5,0.55 M,0,20090707,20090708,0,0,73.27M
30667,2,장동지구,집중호우,집중호우로 우수유입량 증가 및 화순천 월류로 침수,4679042032,200912,5,0.62 M,0,20090707,20090708,0,0,78.72M
30819,2,경기도 남양주시 진건읍 신월리267번지 외,2009년 7월 집중호우(장맛비),하우스 작물 목적으로 임의적인 시설공사과정에서저하된 지반에 우수가 유입되었으며 배수로의 누적된 토사로 배수가 원활하지 않음.침수지역을 포함한 지역이 주위지형보다 지대가 낮고 구거의 배수불량으로 역류해 침수발생,4136025924,200911,20,0.83 M,0,20090713,20090714,200,2100,0.67M
30821,2,서재1지구,집중호우,갑작스런 집중호우로 인한 저지대 빗물 유입 및 배수능력 노후와로 발생,2771025625,201301,3.200000048,0.57 M,0,20100816,20100817,0,0,25.55M
30824,2,가현동가치래미지구,2010년 집중호우,집중호우로 배수로붕괴 및 역류,4213011800,201011,30,2.1 M,0,20100921,20100922,1800,2300,97.5M
30826,2,가현동 청룡지구,2010년 집중호우,집중호우에 의한 하천역류로 침수,4213011800,201011,30,1 M,0,20100921,20100922,1800,2300,101.8M
30827,2,단계동18통지구,2010년 집중호우,집중호우로 저지대 배수부족으로 침수,4213011000,201011,30,0.7 M,0,20100921,20100922,1800,2300,115.8M
30828,2,방산지구,시흥시침수흔적도,바닷물의 만조 집주호우,4139010300,201012,7,1.23 M,0,20100921,20100921,1540,2240,5.9M
30829,2,미산지구,시흥시침수흔적도,바닷물의 만조와 집중호우,4139010500,201012,7,0.74 M,0,20100921,20100921,1540,2240,5.7M
30830,2,은행지구,시흥시침수흔적도,바닷물의 만조와 집중호우,4139010600,201012,7,0.71 M,0,20100921,20100921,1540,2240,5.77M
30831,2,안현지구,시흥시침수흔적도,바닷물의 만조와 집중호우,4139010700,201012,7,0.78 M,0,20100921,20100921,1540,2240,6.43M
30832,2,도창지구,시흥시침수흔적도,바닷물의 만조와 집중호우,4139010900,201012,7,0.82 M,0,20100921,20100921,1540,2240,5.04M
30833,2,정왕지구,시흥시침수흔적도,집중호우에의한 배수량초과,4139013200,201012,7,0.76 M,0,20100921,20100921,1540,2240,5.44M
30834,2,세동지구,호우,범람,3020010800,201112,10,2.5 M,0,20110710,20110710,700,1700,114.1M
30836,2,원신흥동지구,호우,범람,3020011400,201112,10,0.5 M~ 1.5 M,0,20110710,20110710,700,1200,114.1M
30837,2,원신흥동2지구,호우,범람,3020011400,201112,10,0.5 M~ 1.5 M,1,20110710,20110710,700,1200,114.1M
30838,2,서석고지구,2008년 국지성 집중호우,집중호우로 인한 우수의 유입으로 침수,2914000000,201112,3,0.57 M,150524,20080808,20080808,1700,2000,27.4M
30842,2,신촌지구,2008년 국지성 집중호우,집중호우로 인한 하천범람,2917012200,201112,3,0.83 M,150524,20080808,20080808,1900,2200,92.3M
30845,2,무등시장지구,2008년 국지성 집중호우,2008년 집중호우로 인한 침수,2915500000,201112,3,0.88 M,0,20080808,20080808,1700,2000,33.9M
30848,2,도안2지구,호우,집중호우로 인한 하천수위 상승으로 하천역류로인한 침수,3017011500,201109,20,1 M,1,20110710,20110711,600,1200,46M
30849,2,괴곡1지구,호우,하천수위 상승으로 하천역류를 막기위해 배수문을 닫음으로 인한 침수,3017012700,201112,20,1.5 M,1,20110710,20110711,600,1200,56.2M
30850,2,관저지구,호우,집중호우로 인한 배수가 원할하지 않아 침수됨,3017011600,201112,20,1 M,0,20110710,20110711,0,400,69.8M
30851,2,송정지구,침수,집중호우에 의한 배수저하능력 저하로 인한 침수,4161010300,201301,7,0.5 M~ 2.5 M,0,20110727,20110727,1100,1800,40.87M
30859,2,황등 율촌1지구,집중호우로 인한 침수,1. 한반도 남서부 지방상공의 대기 불안정2. 침수지역 주변 빗물 유량의 집중구조3. 하천과 배수시설의 협소4. 서해바다의 만조시 만경강의 수위 급상승,4514032000,201210,31,1.07 M,0,20120813,20120814,0,0,30.36M
30860,2,황등 율촌2지구,집중호우로 인한 침수,1. 한반도 남서부 지방상공의 대기 불안정2. 침수지역 주변 빗물 유량의 집중구조3. 하천과 배수시설의 협소4. 서해바다의 만조시 만경강의 수위 급상승,4514032000,201210,31,,0,20120813,20120814,0,0,30.19M
30864,2,고현지구,태풍산바,"태풍에 따른 집중호우로 도로 하수 역류		일부",4831010900,201211,10,0.36 M,0,20120917,20120917,0,0,2.33M
30865,2,청곡지구,태풍산바,태풍에 따른 집중호우와 만조가 겹쳐서 바닷물 범람,4831036025,201211,10,0.91 M,0,20120917,20120917,0,0,1.64M
30866,2,서정지구,태풍산바,태풍에 따른 집중호우와 만조가 겹쳐서 바닷물 범람,4831034026,201211,10,0.49 M,0,20120917,20120917,0,0,2.19M
30867,2,오비지구,태풍산바,태풍에 따른 집중호우로 저지대침수,4831037022,201211,10,0.96 M,0,20120917,20120917,0,0,2.42M
30868,2,하청지구,태풍산바,태풍에 따른 집중호우로 저지대 침수,4831038024,201211,10,0.58 M,0,20120917,20120917,0,0,13.25M
30880,3,산성동 침수지구,집중호우,집중호우에 따른 배수 역류,3014000000,201212,1,4749.2,0,20120821,20120821,1554,1654,4749.2M
30881,3,산성동 침수지구,집중호우,집중호우에 따른 배수 역류,3014000000,201212,1,4749.2,0,20120821,20120821,1554,1654,4749.2M
30882,3,산성동 침수지구,집중호우,집중호우에 따른 배수 역류,3014000000,201212,1,4749.2,0,20120821,20120821,1554,1654,4749.2M
30883,3,산성동 침수지구,집중호우,집중호우에 따른 배수 역류,3014000000,201212,1,4749.2,0,20120821,20120821,1554,1654,4749.2M
30884,3,산성동 침수지구,집중호우,집중호우에 따른 배수 역류,3014000000,201212,1,4749.2,0,20120821,20120821,1554,1654,4749.2M
30885,3,산성동 침수지구,집중호우,집중호우에 따른 배수 역류,3014000000,201212,1,4749.2,0,20120821,20120821,1554,1654,4749.2M
30886,3,사정동 침수지구,집중호우,집중호우에 따른 배수 역류,3014000000,201212,1,2831.6,0,20120821,20120821,1554,1654,2831.6M
30887,3,유천동 침수 지구,집중호우,집중호우에 따른 배수 역류,3014000000,201212,1,14266.5,0,20120821,20120821,1554,1654,14266.5M
30890,2,염산면 옥실리 대무마을,14호 태풍 덴빈,집중호우에 대한 배수시설미비,4687000000,,3,0.35 ~ 0.85m,0,20120830,20120830,1200,1500,3.15M
30891,2,두우리 두우 1지구,14호 태풍 덴빈,집중호우에 대한 배수시설미비,4687000000,,3,0.41 ~ 1.07m,0,20120830,20120830,1200,1500,4.6M
30892,2,영광군 불갑면 건무리 건무마을,14호 태풍 덴빈,집중호우에 대한 배수시설미비,4687000000,,3,0.24 ~ 1.31m,0,20120830,20120830,1200,1500,47.3M
30893,2,합산 1지구,14호 태풍 덴빈,집중호우에 대한 배수시설미비,4687000000,,3,0.28 ~ 1.31m,0,20120830,20120830,1200,1500,47.3M
30894,2,두우 2지구,14호 태풍 덴빈,집중호우에 대한 배수시설미비,4687000000,,3,1.32m,0,20120830,20120830,1200,1500,4.6M
30895,2,덕흥리  지안일마을,14호 태풍 덴빈,집중호우에 대한 배수시설미비,4687000000,,3,0.4 ~ 1.91m,0,20120830,20120830,1200,1500,5.55M
30897,2,백천지구,8.14~16일 호우,농경지침수,4479000000,201211,6,1.0미만,0,20120815,20120816,2000,200,95.5M
30898,2,백천지구,8.14~16일 호우,농경지침수,4479000000,201211,6,1.0미만,0,20120815,20120816,2000,200,95.5M
30899,2,이화지구,8.14~16일 호우,농경지침수,4479000000,201211,6,2.0미만,0,20120815,20120816,2000,200,128.6M
30900,2,이화지구,8.14~16일 호우,농경지침수,4479000000,201211,6,2.0미만,0,20120815,20120816,2000,200,128.6M
30901,2,상갑지구,8.14~16일 호우,농경지침수,4479000000,201211,8,2.0미만,0,20120815,20120816,2000,200,196.6M
30902,2,농소지구,8.14~16일 호우,농경지침수,4479000000,201211,6,2.0미만,0,20120815,20120816,2000,200,128.6M
30903,2,시전지구,8.14~16일 호우,농경지침수,4479000000,201211,8,1.5미만,0,20120815,20120816,2000,400,126.6M
30904,2,수석지구,8.14~16일 호우,농경지침수,4479000000,201211,8,2.0미만,0,20120815,20120816,2000,400,117.9M
30905,2,용당지구,8.14~16일 호우,농경지침수,4479000000,201211,8,1.5미만,0,20120815,20120816,2000,400,56.5M
30907,2,용호지구,집중호우,집중호우로 인한 주택침수,2629000000,201201,6,0.2M ~ 1.8M,0,20110727,20110727,700,1300,14.5M
30908,1,연암지구,태풍산바,태풍 “산바”에 의한 침수피해,3120000000,201212,0,0.5 M 미만,0,20120914,20120915,0,0,4.97M
30909,1,효문지구,태풍산바,태풍 “산바”에 의한 침수피해,3120000000,201212,0,0.5 ~ 1.0;kmkm M,0,20120914,20120916,0,0,2.29M
30910,1,염포지구,태풍산바,태풍 “산바”에 의한 침수피해,3120000000,201212,0,0.5 M 미만,0,20120914,20120915,0,0,0.93M
30911,1,남외지구,태풍산바,태풍 “산바”에 의한 침수피해,3111000000,201212,0,0.2 ~ 0.7 M,0,20120914,20120917,0,0,5.24M
30912,1,학산지구,태풍산바,태풍 “산바”에 의한 침수피해,3111000000,201212,0,0.3 ~ 0.6 M,0,20120914,20120917,0,0,2.56M
30913,2,신창지구,8.12~13 호우,집중호우로 인한 노면수 유입과 배수불량에 의한 하수역류,4477000000,201305,56,0.48,34000000,20120812,20120814,1400,2200,4.50M
30914,2,신창지구,8.12~13 호우,집중호우로 인한 노면수 유입과 배수불량에 의한 하수역류,4477000000,201305,56,0.48,34000000,20120812,20120814,1400,2200,4.50M
30915,2,신창지구,8.12~13 호우,집중호우로 인한 노면수 유입과 배수불량에 의한 하수역류,4477000000,201305,56,0.48,34000000,20120812,20120814,1400,2200,4.50M
30916,1,봉산지구,태풍'산바',태풍으로 인한 집중호우,4887000000,201305,9,,0,20120917,20120917,1000,1900,179.7M
30917,1,황곡지구,태풍'산바',태풍으로 인한 집중호우,4887000000,201305,9,,0,20120917,20120917,1000,1900,227.1M
31001,2,경기도 남양주시 진건읍 신월리 373번지 외,2009년 7월 집중호우(장맛비),배수로의 누적된 토사로 배수가 원활하지 않음,4136025924,201301,20,0.39 M,0,20090713,20090714,200,2100,0.39M
31002,2,경기도 남양주시 진건읍 신월리 445번지 외,2009년 7월 집중호우(장맛비),배수로의 누적된 토사로 배수가 원활하지 않음,4136025924,201301,20,0.55 M,0,20090713,20090714,200,2100,0.55M
31003,2,경기도 남양주시 진건읍 배양리 686-1번지 외,2009년 7월 집중호우(장맛비),침구거 배수불량,4136025922,201301,20,0.42 M,0,20090713,20090714,200,2100,0.42M
32484,2,우성면 귀산리 69번지 일대,공주시 집중호우,집중호우시 하천범람으로 인한 저지대침수,4415038032,201301,24,1 M,0,20120815,20120816,0,0,16.8M
32485,2,정안면 상룡리 상룡천 지내,공주시 집중호우,집중호우시 하천범람으로 인한 저지대침수,4415037022,201301,24,1.5 M,0,20120815,20120816,0,0,32.2M
32486,2,정안면 평정리 1마을회관 부근,공주시 집중호우,집중호우시 하천범람으로 침수,4415037024,201301,24,2.5 M,0,20120815,20120816,0,0,81.3M
32487,2,정안면 화봉리 2마을회관 부근,공주시 집중호우,집중호우시 하천범람으로 저지대 침수,4415037023,201301,24,0.5 M,0,20120815,20120816,0,0,37.5M
32488,2,신풍면 쌍대리 213번지 일원,공주시 집중호우,집중호우로인한 하천범람,4415040026,201301,24,2.5 M,0,20120815,20120816,0,0,103M
32489,2,신풍면 용수리 50번지 일원,공주시 집중호우,집중호우시 제방붕괴로 침수,4415040025,201301,24,3 M,0,20120815,20120816,0,0,73.8M
32490,2,명지지구,태풍 “산바”로 인한 침수,태풍 산바에 의힌 침수,2644010400,201302,59,0.3 M ~ 0.8 M,0,20120914,20120917,0,0,1.58M
32491,2,눌차지구1,태풍 “산바”로 인한 침수,태풍 산바에 의한 침수,2644012000,201302,59,0.3 M ~ 0.4 M,0,20120914,20120917,0,0,1.55M
32492,2,눌차지구2,태풍 “산바”로 인한 침수,태풍 산바에 의한 침수,2644012000,201302,59,0.3 M ~ 0.4 M,0,20120914,20120917,0,0,1.53M
32493,2,성북지구,태풍 “산바”로 인한 침수,태풍 산바에 의한 침수,2644011900,201302,89,0.3 M ~ 0.4 M,0,20120914,20120917,0,0,1.53M
32495,3,영도구 남항지구,집중호우로 인한 주택 및 도로침수,집중호우에 의한 주택침수,2620010700,201302,,0.1 M ~ 0.7 M,,20110727,20110728,,,-3.22M
32496,3,청학지구,집중호우로 인한 주택 및 도로침수,집중호우에 의한 도로침수,2620012000,201302,,0.1 M ~ 0.2 M,,20110727,20110728,,,3.19M
32502,3,지월지구,2011년 국지성 집중호우,집중호우,4161025329,201302,7,,1.62E+11,20110727,20110727,,,38.48M
32503,3,곤지암지구,2011년 국지성 집중호우,집중호우,4161025921,201302,7,,1.62E+11,20110727,20110727,,,73.39M
32504,3,역동중앙로2지구,2011년 국지성 집중호우,집중호우,4161011200,201302,7,,1.62E+11,20110727,20110727,,,73.4M
32505,3,역동광주중앙고1지구,2011년 국지성 집중호우,집중호우,4161011200,201302,7,,1.62E+11,20110727,20110727,,,73.4M
32507,3,내곡마을,2012년 국지성 집중호우,집중호우에 의한 구거범람,4136025323,201302,12,0.491 M,0,20120820,20120821,0,0,34.26M
32508,3,배양리 710-6 일원,2012년 국지성 집중호우,집중호우에 구거범람,4136025922,201302,12,0.396 M,0,20120820,20120821,0,0,15.91M
32509,2,배양리 906-1 일원,2012년 국지성 집중호우,집중호우로 인한 구거범람,4136025922,201302,12,0.396 M,0,20120820,20120821,0,0,22M
32510,2,중앙/보산/생연지구,집중호우로 인한 침수,집중호우,4125010300,201304,16,,20200000000,20110726,20110728,1800,1500,61M
32511,2,상패3지구,집중호우로 인한 침수,집중호우,4125011200,201304,16,,20200000000,20110726,20110728,1800,1500,61M
32512,2,상패2지구,집중호우로 인한 침수,집중호우,4125011200,201304,16,,20200000000,20110726,20110728,1800,1500,61M
32513,2,상패1지구,집중호우로 인한 침수,집중호우,4125011200,201304,16,,20200000000,20110726,20110728,1800,1500,61M
32514,3,고색1지구,수원지역 7월 집중호우,집중호우에 의한 하천 범람,4111312800,201302,8,,0,20120705,20120706,0,0,24.42M
32515,3,철산1지구,지역적 집중호우,집중호우로 인한 역류,4121010200,201302,4,0.46 M,0,20120706,20120706,0,0,8.05M
32516,3,철산2지구,지역적 집중호우,집중호우로 인한 역류,4121010200,201302,4,0.21 M,0,20120706,20120815,0,0,36.58M
32517,3,철산3지구,지역적 집중호우,집중호우로 인한 역류,4121010200,201302,5,0.22 M,0,20120815,20120815,0,0,58.29M
32518,3,광명1지구,지역적 집중호우,집중호우로 인한 역류,4121010100,201302,5,0.15 M,0,20120706,20120815,0,0,32.44M
32519,3,광명2지구,지역적 집중호우,집중호우로 인한 역류,4121010100,201302,5,0.22 M,0,20120706,20120815,0,0,11.87M
32520,3,광명3지구,지역적 집중호우,집중호우로 인한 역류,4121010100,201302,5,0.32 M,0,20120706,20120815,0,0,14.21M
32521,3,광명4지구,지역적 집중호우,집중호우로 인한 역류,4121010100,201302,5,0.31 M,0,20120706,20120815,0,0,20.25M
32522,3,옥길1지구,지역적 집중호우,집중호우에 의한 침수,4121010800,201302,5,0.52 M,0,20120706,20120815,0,0,10.43M
32523,3,옥길2지구,지역적 집중호우,집중호우에 의한 침수,4121010800,201302,4,0.9 M,0,20120706,20120706,0,0,12.52M
32524,3,노온사1지구,지역적 집중호우,집중호우에 의한 침수,4121010500,201302,5,0.45 M,0,20120815,20120815,0,0,17.17M
32525,3,노온사2지구,지역적 집중호우,집중호우에 의한 침수,4121010500,201302,5,0.67 M,0,20120815,20120815,0,0,17.22M
32526,3,가학1지구,지역적 집중호우,집중호우에 의한 침수,4121010700,201302,4,0.87 M,0,20120706,20120706,0,0,34.96M
32527,3,가학2지구,지역적 집중호우,집중호우에 의한 역류,4121010700,201302,4,0.63 M,0,20120706,20120706,0,0,24.94M
32528,3,소하1지구,지역적 집중호우,집중호우에 의한 역류,4121010400,201302,4,0.05 M,0,20120706,20120706,0,0,11.54M
32529,3,소하2지구,지역적 집중호우,집중호우에 의한 침수,4121010400,201302,5,0.1 M,0,20120815,20120815,0,0,10.89M
32530,3,소하3지구,지역적 집중호우,집중호우에 의한 역류,4121010400,201302,5,0.18 M,0,20120706,20120815,0,0,24.84M
32531,3,소하4지구,지역적 집중호우,집중호우에 의한 침수,4121010400,201302,4,0.46 M,0,20120706,20120706,0,0,14.13M
32532,3,대야1지구,지역적 집중호우,집중호우,4139010100,201302,4,0.32 M,0,20120706,20120706,0,0,18.82M
32533,3,신천1지구,지역적 집중호우,집중호,4139010200,201302,5,0.12 M,0,20120706,20120815,0,0,10.68M
32534,3,신천2지구,지역적 집중호우,집중호우,4139010200,201302,5,0.16 M,0,20120815,20120815,0,0,14.12M
32535,3,안현1지구,지역적 집중호우,집중호우,4139010700,201302,5,1.03 M,0,20120815,20120815,0,0,7.77M
32536,3,무지내1지구,지역적 집중호우,집중호우,4139013400,201302,5,0.85 M,0,20120815,20120815,0,0,0.85M
32537,3,논곡1지구,지역적 집중호우,집중호우,4139012500,201302,5,0.57 M,0,20120815,20120815,0,0,33.01M
32538,3,조남1지구,지역적 집중호우,집중호우,4139012400,201302,5,0.32 M,0,20120815,20120815,0,0,26.93M
32539,3,조남2지구,지역적 집중호우,집중호우,4139012400,201302,4,0.24 M,0,20120706,20120706,0,0,35.32M
32540,3,포1지구,지역적 집중호우,집중호우,4139010400,201302,4,0.29 M,0,20120706,20120706,0,0,4.67M
32541,3,월곶1지구,지역적 집중호우,집중호우,4139013100,201302,4,0.38 M,0,20120706,20120706,0,0,7.81M
32542,3,거모1지구,지역적 집중호우,집중호우,4139012700,201302,4,1.6 M,0,20120706,20120706,0,0,9.12M
32543,3,거모2지구,지역적 집중호우,집중호우,4139012700,201302,5,0.32 M,0,20120815,20120815,0,0,27.59M
32544,3,거모3지구,지역적 집중호우,집중호우,4139012700,201302,5,0.25 M,0,20120815,20120815,0,0,7.85M
32545,3,거모4지구,지역적 집중호우,집중호우,4139012700,201302,4,0.33 M,0,20120706,20120706,0,0,14.75M
32546,3,거모5지구,지역적 집중호우,집중호우,4139012700,201302,4,0.26 M,0,20120706,20120706,0,0,11.79M
32547,3,정왕1지구,지역적 집중호우,집중호우,4139013200,201302,4,0.2 M,0,20120706,20120706,0,0,4.86M
32548,3,정왕2지구,지역적 집중호우,집중호우,4139013200,201302,5,0.21 M,0,20120815,20120815,0,0,5.54M
32549,3,정왕3지구,지역적 집중호우,집중호우,4139013200,201302,5,0.23 M,0,20120815,20120815,0,0,5.43M
32550,2,선암지구,집중호우로 인한 침수,집중호우,4163031000,201304,16,0.5 M ~ 3 M,32200000000,20110727,20120728,1700,900,76.75M
32551,2,선암3S지구,집중호우로 인한 침수,집중호우,4163031000,201304,16,1.5 M,32200000000,20110727,20120728,1700,900,76.6M
32552,2,용암1지구,집중호우로 인한 침수,집중호우,4163031000,201304,16,1 M ~ 1.5 M,32200000000,20110727,20120728,1700,900,68.6M
32553,2,용암2지구,집중호우로 인한 침수,집중호우,4163031000,201304,16,0.5 M ~ 1.5 M,32200000000,20110727,20120728,1700,900,68.3M
32554,2,신산지구,집중호우로 인한 침수,집중호우,4163032000,201304,16,0.5 M ~ 1 M,32200000000,20110727,20120728,1700,900,109.5M
32555,2,상수지구,집중호우로 인한 침수,집중호우,4163032000,201304,16,0.5 M ~ 1.5 M,32200000000,20110727,20120728,1700,900,80.2M
32556,3,지평면 수곡리 안골2,집중호우(장맛비),집중호우로인한 하천범람,4183039529,201302,,,16070000000,20110726,20110727,,,69M
32557,3,옥현리 광양1,집중호우(장맛비),집중호우로인한 하천범람,4183039530,201302,,,16070000000,20110726,20110727,,,97.8M
32558,3,지평면 월산리2,집중호우(장맛비),집중호우,4183039530,201302,,,16070000000,20110726,20110727,,,64.4M
32559,3,지평면 월산리 당의1,집중호우(장맛비),집중호우로인한 하천범람,4183039523,201302,,,16070000000,20110726,20110727,,,64.4M
32560,2,연천읍 차탄리,집중호우로 인한 침수,집중호우,4180025000,201304,2,0 M ~ 1.5 M,16070000000,20120815,20120815,1100,1300,54.8M
32561,2,주원1지구,집중호우로 인한 침수,집중호우,4165035000,201304,4,,57300000000,20110726,20110729,2100,100,56.9M
32562,2,주원2지구,집중호우로 인한 침수,집중호우,4165035000,201304,4,,57300000000,20110726,20110729,2100,100,57.7M
32563,2,오가지구,집중호우로 인한 침수,집중호우,4165035000,201304,4,,57300000000,20110726,20110729,2100,100,58.7M
32564,2,소촌공단지구,14호 태풍 덴빈 피해,집중호우,2920010800,201302,0,,0,20120830,20120830,0,0,18.38M
32565,2,하남공단10번도로1지구,14호 태풍 덴빈 피해,집중호우,2920011300,201302,,,,20120830,20120830,,,26.52M
32566,3,하남공단10번도로2지구,14호 태풍 덴빈 피해,집중호우,2920012100,201302,,,,20120830,20120830,,,26.5M
32567,2,하남공단8번도로지구,14호 태풍 덴빈 피해,집중호우,2920020200,201302,,,,20120830,20120830,,,25.48M
32568,2,하남공단6번도로지구,14호 태풍 덴빈 피해,집중호우,2920020200,201302,,,,20120830,20120830,,,31.66M
32569,2,하남공단5번도로지구,14호 태풍 덴빈 피해,집중호우,2920012300,201302,,,,20120830,20120830,,,33.03M
32570,2,하남공단4번도로지구,14호 태풍 덴빈 피해,집중호우,2920012300,201302,,,,20120830,20120830,,,23.58M
32571,2,하남공단3번도로1지구,14호 태풍 덴빈 피해,집중호우,2920012300,201302,,,,20120830,20120830,,,32.95M
32572,2,하남공단3번도로2지구,14호 태풍 덴빈 피해,집중호우,2920012300,201302,,,,20120830,20120830,,,30.24M
32573,2,진도읍 남동지구,태풍 “볼라벤” “덴빈”,태풍 덴빈에 의한 집중호우/ 내수침수/ 하천제방범람/ 배수시설 미비,4690025000,201302,8,0.18 M ~ 1.9 M,61704000000,20120830,20120830,,,1.71M
32574,2,의신면 만길지구,태풍 “볼라벤” “덴빈”,태풍 덴빈에 의한 집중호우/ 내수침수/ 하천제방범람/ 배수시설 미비,4690033032,201302,8,0.21 M ~ 2.56 M,0,20120830,20120830,0,0,1.71M
32575,2,의신면 창포지구,태풍 “볼라벤” “덴빈”,태풍 덴빈에 의한 집중호우/ 내수침수/ 하천제방범람/ 배수시설 미비,4690033024,201302,8,0.48 M ~ 2.69 M,0,20120830,20120830,0,0,11.76M
32576,3,태인동 명당지구,집중호우,집중호우에 의한 침수,4623010900,201302,12,-0.28 M,0,20110709,20110710,0,0,1.23M
32577,2,진월면 선소지구,집중호우,집중호우로 인한 침수,4623035021,201302,12,1.14 M,0,20110709,20110710,0,0,2.07M
32578,2,서창지구,태풍 덴빈,태풍으로 인한 집중호우,4683038028,201302,8,0.18 M ~ 1.72 M,0,20120830,20120830,0,0,1.11M
32579,2,성/수산지구,태풍 덴빈,태풍으로 인한 집중호우,4683035027,201302,8,0.25 M ~ 0.57 M,0,20120830,20120830,0,0,2.43M
32580,2,학파지구,태풍 덴빈,태풍으로 인한 집중호우,4683036025,201302,8,0.42 M ~ 0.62 M,0,20120830,20120830,0,0,0.2M
32581,2,횡산지구,제16호태풍 산바,제방붕괴로인한침수,4719025328,201302,0,,0,20120917,20120918,0,0,43.6M
32582,2,공단지구,제16호태풍 산바,저지대침수,4719011300,201302,0,,0,20120917,20120918,0,0,30.55M
32583,2,도량지구,제16호태풍 산바,저지대침수,4719010300,201302,0,,0,20120917,20120917,0,0,38.13M
32584,2,봉남지구,제16호태풍 산바,제방붕괴로인한침수,4719025038,201302,0,,0,20120917,20120918,0,0,46.3M
32585,2,원평지구,제16호태풍 산바,저지대침수,4719010100,201302,0,,0,20120917,20120917,0,0,35.68M
32586,2,성주읍 예산지구,제16호태풍 산바,태풍으로인한 제방유실,4784025024,201302,0,,0,20120917,20120918,0,0,32.84M
32587,3,청도읍 고수지구,집중호우,집중호우로인한 하천 범람,4782025321,201302,15,0.7 M,10700000000,20100709,20100710,,,40.9M
32588,3,청도읍 유호지구,집중호우,집중호우로인한 하천 범람,4782025339,201302,10,0.57 M,10700000000,20100709,20100710,,,35.3M
32589,2,섬호지구,태풍´산바´,집중호우,4884025030,201302,3,,0,20120916,20120917,0,0,3.2M
32590,2,화계지구,태풍´산바´,제방유실과 집중호우로인한 침수,4884031026,201302,3,,0,20120916,20120917,0,0,4.4M
32591,3,북부지구_월산지구,집중호우 ( 2011년 7월 09일),집중호우에 의한 하천범람,4827031034,201302,24,3.24 M,,20110709,20110711,,,54.7M
32592,3,북부지구_청운/무연/춘화지구,집중호우 ( 2011년 7월 09일),집중호우에 의한 하천범람,4827031035,201302,24,3.24 M,,20110709,20110711,,,54.7M
32593,3,북부지구_위양지구,집중호우 ( 2011년 7월 09일),집중호우에 의한 하천범람,4827031033,201302,24,3.24 M,,20110709,20110711,,,54.7M
32594,3,단성면 당산지구,태풍'산바',집중호우로 인한 외수유입,4886037034,201302,9,,0,20120916,20120917,0,0,78.83M
32595,3,신안면 문대지구,태풍'산바',집중호우로 인한 외수유입,4886038024,201302,9,,0,20120916,20120917,0,0,49.9M
32596,3,생초면 신연지구,태풍'산바',집중호우로 인한 하천범람,4886033026,201302,9,,0,20120916,20120917,0,0,56.5M
